#FORMAT=WebAnno TSV 3.3


#Text=The Mozambique presidential elections vote count continued Friday in all of the country, with Frelimo and it's candidate Armando Guebuza leading, according to the preliminary results already known, and especially in Maputo, Gaza and Inhambane, traditional regions of influence for the party in power.
1-1	0-3	The	
1-2	4-14	Mozambique	
1-3	15-27	presidential	
1-4	28-37	elections	
1-5	38-42	vote	
1-6	43-48	count	
1-7	49-58	continued	
1-8	59-65	Friday	
1-9	66-68	in	
1-10	69-72	all	
1-11	73-75	of	
1-12	76-79	the	
1-13	80-87	country	
1-14	87-88	,	
1-15	89-93	with	
1-16	94-101	Frelimo	
1-17	102-105	and	
1-18	106-110	it's	
1-19	111-120	candidate	
1-20	121-128	Armando	
1-21	129-136	Guebuza	
1-22	137-144	leading	
1-23	144-145	,	
1-24	146-155	according	
1-25	156-158	to	
1-26	159-162	the	
1-27	163-174	preliminary	
1-28	175-182	results	
1-29	183-190	already	
1-30	191-196	known	
1-31	196-197	,	
1-32	198-201	and	
1-33	202-212	especially	
1-34	213-215	in	
1-35	216-222	Maputo	
1-36	222-223	,	
1-37	224-228	Gaza	
1-38	229-232	and	
1-39	233-242	Inhambane	
1-40	242-243	,	
1-41	244-255	traditional	
1-42	256-263	regions	
1-43	264-266	of	
1-44	267-276	influence	
1-45	277-280	for	
1-46	281-284	the	
1-47	285-290	party	
1-48	291-293	in	
1-49	294-299	power	
1-50	299-300	.	

#Text=With just over 400 thousand votes counted, the Frelimo candidate was ahead with 293 800 votes, against 108 807 to Afonso Dhlakama and 7899 to Raul Domingos.
2-1	304-308	With	
2-2	309-313	just	
2-3	314-318	over	
2-4	319-322	400	
2-5	323-331	thousand	
2-6	332-337	votes	
2-7	338-345	counted	
2-8	345-346	,	
2-9	347-350	the	
2-10	351-358	Frelimo	
2-11	359-368	candidate	
2-12	369-372	was	
2-13	373-378	ahead	
2-14	379-383	with	
2-15	384-387	293	
2-16	388-391	800	
2-17	392-397	votes	
2-18	397-398	,	
2-19	399-406	against	
2-20	407-410	108	
2-21	411-414	807	
2-22	415-417	to	
2-23	418-424	Afonso	
2-24	425-433	Dhlakama	
2-25	434-437	and	
2-26	438-442	7899	
2-27	443-445	to	
2-28	446-450	Raul	
2-29	451-459	Domingos	
2-30	459-460	.	

#Text=Unnoficial estimates report abstention levels to be between 70% and 80%.
3-1	461-471	Unnoficial	
3-2	472-481	estimates	
3-3	482-488	report	
3-4	489-499	abstention	
3-5	500-506	levels	
3-6	507-509	to	
3-7	510-512	be	
3-8	513-520	between	
3-9	521-524	70%	
3-10	525-528	and	
3-11	529-532	80%	
3-12	532-533	.	

#Text=If confirmed, these abstention levels could force a run-off next month, if neither candidate wins the 50% of votes necessary to win the elections.
4-1	537-539	If	
4-2	540-549	confirmed	
4-3	549-550	,	
4-4	551-556	these	
4-5	557-567	abstention	
4-6	568-574	levels	
4-7	575-580	could	
4-8	581-586	force	
4-9	587-588	a	
4-10	589-596	run-off	
4-11	597-601	next	
4-12	602-607	month	
4-13	607-608	,	
4-14	609-611	if	
4-15	612-619	neither	
4-16	620-629	candidate	
4-17	630-634	wins	
4-18	635-638	the	
4-19	639-642	50%	
4-20	643-645	of	
4-21	646-651	votes	
4-22	652-661	necessary	
4-23	662-664	to	
4-24	665-668	win	
4-25	669-672	the	
4-26	673-682	elections	
4-27	682-683	.	

#Text=Mozambique's official electoral commission is only obligated to announce the final results by Dec. 17.
5-1	687-699	Mozambique's	
5-2	700-708	official	
5-3	709-718	electoral	
5-4	719-729	commission	
5-5	730-732	is	
5-6	733-737	only	
5-7	738-747	obligated	
5-8	748-750	to	
5-9	751-759	announce	
5-10	760-763	the	
5-11	764-769	final	
5-12	770-777	results	
5-13	778-780	by	
5-14	781-784	Dec	
5-15	784-785	.	
5-16	786-788	17	
5-17	788-789	.	

#Text=Heavy rains, as well as extreme heat and logistics problems during the 2-day elections could explain the low voter turnout, but there could be other factors responsible for this, specifically the start of the cashew season, a traditional source of income for a substantial part of the population.
6-1	793-798	Heavy	
6-2	799-804	rains	
6-3	804-805	,	
6-4	806-808	as	
6-5	809-813	well	
6-6	814-816	as	
6-7	817-824	extreme	
6-8	825-829	heat	
6-9	830-833	and	
6-10	834-843	logistics	
6-11	844-852	problems	
6-12	853-859	during	
6-13	860-863	the	
6-14	864-865	2	
6-15	865-866	-	
6-16	866-869	day	
6-17	870-879	elections	
6-18	880-885	could	
6-19	886-893	explain	
6-20	894-897	the	
6-21	898-901	low	
6-22	902-907	voter	
6-23	908-915	turnout	
6-24	915-916	,	
6-25	917-920	but	
6-26	921-926	there	
6-27	927-932	could	
6-28	933-935	be	
6-29	936-941	other	
6-30	942-949	factors	
6-31	950-961	responsible	
6-32	962-965	for	
6-33	966-970	this	
6-34	970-971	,	
6-35	972-984	specifically	
6-36	985-988	the	
6-37	989-994	start	
6-38	995-997	of	
6-39	998-1001	the	
6-40	1002-1008	cashew	
6-41	1009-1015	season	
6-42	1015-1016	,	
6-43	1017-1018	a	
6-44	1019-1030	traditional	
6-45	1031-1037	source	
6-46	1038-1040	of	
6-47	1041-1047	income	
6-48	1048-1051	for	
6-49	1052-1053	a	
6-50	1054-1065	substantial	
6-51	1066-1070	part	
6-52	1071-1073	of	
6-53	1074-1077	the	
6-54	1078-1088	population	
6-55	1088-1089	.	

#Text=The cashew season begins in late November, extending to February or March, mainly in four provinces: Gaza and Inhambane (Frelimo strongholds), and especially in Zambézia and Nampula (Renamo strongholds).
7-1	1093-1096	The	
7-2	1097-1103	cashew	
7-3	1104-1110	season	
7-4	1111-1117	begins	
7-5	1118-1120	in	
7-6	1121-1125	late	
7-7	1126-1134	November	
7-8	1134-1135	,	
7-9	1136-1145	extending	
7-10	1146-1148	to	
7-11	1149-1157	February	
7-12	1158-1160	or	
7-13	1161-1166	March	
7-14	1166-1167	,	
7-15	1168-1174	mainly	
7-16	1175-1177	in	
7-17	1178-1182	four	
7-18	1183-1192	provinces	
7-19	1192-1193	:	
7-20	1194-1198	Gaza	
7-21	1199-1202	and	
7-22	1203-1212	Inhambane	
7-23	1213-1214	(	
