#FORMAT=WebAnno TSV 3.3


#Text=The proposal from Dutch Minister of Justice Piet Hein Donner to strengthen the anti-blasphemy provisions of the criminal code has been rejected by a majority of the Tweede Kamer, the country's parliament.
1-1	0-3	The	
1-2	4-12	proposal	
1-3	13-17	from	
1-4	18-23	Dutch	
1-5	24-32	Minister	
1-6	33-35	of	
1-7	36-43	Justice	
1-8	44-48	Piet	
1-9	49-53	Hein	
1-10	54-60	Donner	
1-11	61-63	to	
1-12	64-74	strengthen	
1-13	75-78	the	
1-14	79-93	anti-blasphemy	
1-15	94-104	provisions	
1-16	105-107	of	
1-17	108-111	the	
1-18	112-120	criminal	
1-19	121-125	code	
1-20	126-129	has	
1-21	130-134	been	
1-22	135-143	rejected	
1-23	144-146	by	
1-24	147-148	a	
1-25	149-157	majority	
1-26	158-160	of	
1-27	161-164	the	
1-28	165-171	Tweede	
1-29	172-177	Kamer	
1-30	177-178	,	
1-31	179-182	the	
1-32	183-192	country's	
1-33	193-203	parliament	
1-34	203-204	.	

#Text=Donner put forth the proposal shortly after the murder of Dutch filmmaker Theo van Gogh, but denied that Van Gogh's death had anything to do with the proposal.
2-1	205-211	Donner	
2-2	212-215	put	
2-3	216-221	forth	
2-4	222-225	the	
2-5	226-234	proposal	
2-6	235-242	shortly	
2-7	243-248	after	
2-8	249-252	the	
2-9	253-259	murder	
2-10	260-262	of	
2-11	263-268	Dutch	
2-12	269-278	filmmaker	
2-13	279-283	Theo	
2-14	284-287	van	
2-15	288-292	Gogh	
2-16	292-293	,	
2-17	294-297	but	
2-18	298-304	denied	
2-19	305-309	that	
2-20	310-313	Van	
2-21	314-320	Gogh's	
2-22	321-326	death	
2-23	327-330	had	
2-24	331-339	anything	
2-25	340-342	to	
2-26	343-345	do	
2-27	346-350	with	
2-28	351-354	the	
2-29	355-363	proposal	
2-30	363-364	.	

#Text=NOS reported that Donner's own party, the Christian Democratic Appeal (CDA), supported his proposal.
3-1	368-371	NOS	
3-2	372-380	reported	
3-3	381-385	that	
3-4	386-394	Donner's	
3-5	395-398	own	
3-6	399-404	party	
3-7	404-405	,	
3-8	406-409	the	
3-9	410-419	Christian	
3-10	420-430	Democratic	
3-11	431-437	Appeal	
3-12	438-439	(	
3-13	439-442	CDA	
3-14	442-443	)	
3-15	443-444	,	
3-16	445-454	supported	
3-17	455-458	his	
3-18	459-467	proposal	
3-19	467-468	.	

#Text=However, their two coalition partners &amp;mdash; the People's Party for Freedom and Democracy (Volkspartij voor Vrijheid en Democratie, VVD) and Democrats 66 (D66) &amp;mdash; announced they would not back the ban.
4-1	469-476	However	
4-2	476-477	,	
4-3	478-483	their	
4-4	484-487	two	
4-5	488-497	coalition	
4-6	498-506	partners	
4-7	507-508	&	
4-8	508-511	amp	
4-9	511-512	;	
4-10	512-517	mdash	
4-11	517-518	;	
4-12	519-522	the	
4-13	523-531	People's	
