#FORMAT=WebAnno TSV 3.3


#Text=The Democratic Republic of the Congo may be preparing to have its troops face those of Rwanda, which have allegedly been sighted by United Nations personnel on the Congo side of the border.
1-1	0-3	The	
1-2	4-14	Democratic	
1-3	15-23	Republic	
1-4	24-26	of	
1-5	27-30	the	
1-6	31-36	Congo	
1-7	37-40	may	
1-8	41-43	be	
1-9	44-53	preparing	
1-10	54-56	to	
1-11	57-61	have	
1-12	62-65	its	
1-13	66-72	troops	
1-14	73-77	face	
1-15	78-83	those	
1-16	84-86	of	
1-17	87-93	Rwanda	
1-18	93-94	,	
1-19	95-100	which	
1-20	101-105	have	
1-21	106-115	allegedly	
1-22	116-120	been	
1-23	121-128	sighted	
1-24	129-131	by	
1-25	132-138	United	
1-26	139-146	Nations	
1-27	147-156	personnel	
1-28	157-159	on	
1-29	160-163	the	
1-30	164-169	Congo	
1-31	170-174	side	
1-32	175-177	of	
1-33	178-181	the	
1-34	182-188	border	
1-35	188-189	.	

#Text=The United Nations is attempting to mediate the conflict but both sides of the conflict appear to be pursuing independent policies, with Congo's president accusing Rwanda of being predatory, and Rwandan president refusing to back down from the threat of pursuing Rwandan rebels across Congo's territory.
2-1	191-194	The	
2-2	195-201	United	
2-3	202-209	Nations	
2-4	210-212	is	
2-5	213-223	attempting	
2-6	224-226	to	
2-7	227-234	mediate	
2-8	235-238	the	
2-9	239-247	conflict	
2-10	248-251	but	
2-11	252-256	both	
2-12	257-262	sides	
2-13	263-265	of	
2-14	266-269	the	
2-15	270-278	conflict	
2-16	279-285	appear	
2-17	286-288	to	
2-18	289-291	be	
2-19	292-300	pursuing	
2-20	301-312	independent	
2-21	313-321	policies	
2-22	321-322	,	
2-23	323-327	with	
2-24	328-335	Congo's	
2-25	336-345	president	
2-26	346-354	accusing	
2-27	355-361	Rwanda	
2-28	362-364	of	
2-29	365-370	being	
2-30	371-380	predatory	
2-31	380-381	,	
2-32	382-385	and	
2-33	386-393	Rwandan	
2-34	394-403	president	
2-35	404-412	refusing	
2-36	413-415	to	
2-37	416-420	back	
2-38	421-425	down	
2-39	426-430	from	
2-40	431-434	the	
2-41	435-441	threat	
2-42	442-444	of	
2-43	445-453	pursuing	
2-44	454-461	Rwandan	
2-45	462-468	rebels	
2-46	469-475	across	
2-47	476-483	Congo's	
2-48	484-493	territory	
2-49	493-494	.	
