#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.Events|value


#Text=Tenuous relations between Japan and the People's Republic of China were strained last week when a Chinese nuclear-powered submarine entered Japanese territorial waters southwest of Okinawa.
1-1	0-7	Tenuous	Conflit[1]	
1-2	8-17	relations	Conflit[1]	
1-3	18-25	between	_	
1-4	26-31	Japan	_	
1-5	32-35	and	_	
1-6	36-39	the	_	
1-7	40-48	People's	_	
1-8	49-57	Republic	_	
1-9	58-60	of	_	
1-10	61-66	China	_	
1-11	67-71	were	_	
1-12	72-80	strained	_	
1-13	81-85	last	_	
1-14	86-90	week	_	
1-15	91-95	when	_	
1-16	96-97	a	_	
1-17	98-105	Chinese	_	
1-18	106-121	nuclear-powered	Conflit[2]	
1-19	122-131	submarine	Conflit[2]	
1-20	132-139	entered	_	
1-21	140-148	Japanese	_	
1-22	149-160	territorial	Conflit[3]	
1-23	161-167	waters	Conflit[3]	
1-24	168-177	southwest	_	
1-25	178-180	of	_	
1-26	181-188	Okinawa	_	
1-27	188-189	.	_	

#Text=The intrusion occurred on 10 November, Japanese time (UTC+9).
2-1	193-196	The	_	
2-2	197-206	intrusion	_	
2-3	207-215	occurred	_	
2-4	216-218	on	_	
2-5	219-221	10	_	
2-6	222-230	November	_	
2-7	230-231	,	_	
2-8	232-240	Japanese	_	
2-9	241-245	time	_	
2-10	246-247	(	_	
2-11	247-250	UTC	_	
2-12	250-251	+	_	
2-13	251-252	9	_	
2-14	252-253	)	_	
2-15	253-254	.	_	

#Text=The submarine was quickly spotted by Japan's Self-Defence Forces and was tracked by helicopter as it wandered in Japanese waters for two hours before moving north-west.
3-1	255-258	The	_	
3-2	259-268	submarine	_	
3-3	269-272	was	_	
3-4	273-280	quickly	_	
3-5	281-288	spotted	_	
3-6	289-291	by	_	
3-7	292-299	Japan's	_	
3-8	300-312	Self-Defence	_	
3-8.1	305-312	Defence	Conflit[4]	
3-9	313-319	Forces	Conflit[4]	
3-10	320-323	and	_	
3-11	324-327	was	_	
3-12	328-335	tracked	_	
3-13	336-338	by	_	
3-14	339-349	helicopter	_	
3-15	350-352	as	_	
3-16	353-355	it	_	
3-17	356-364	wandered	_	
3-18	365-367	in	_	
3-19	368-376	Japanese	_	
3-20	377-383	waters	_	
3-21	384-387	for	_	
3-22	388-391	two	_	
3-23	392-397	hours	_	
3-24	398-404	before	_	
3-25	405-411	moving	_	
3-26	412-422	north-west	_	
3-27	422-423	.	_	

#Text=International law requires a tracked submarine to surface and identify its nationality in times of peace; the submarine did not do so.
4-1	424-437	International	Conflit[5]	
4-2	438-441	law	Conflit[5]	
4-3	442-450	requires	_	
4-4	451-452	a	_	
4-5	453-460	tracked	_	
4-6	461-470	submarine	_	
4-7	471-473	to	_	
4-8	474-481	surface	_	
4-9	482-485	and	_	
4-10	486-494	identify	_	
4-11	495-498	its	_	
4-12	499-510	nationality	_	
4-13	511-513	in	_	
4-14	514-519	times	_	
4-15	520-522	of	_	
4-16	523-528	peace	_	
4-17	528-529	;	_	
4-18	530-533	the	_	
4-19	534-543	submarine	_	
4-20	544-547	did	_	
4-21	548-551	not	_	
4-22	552-554	do	_	
4-23	555-557	so	_	
4-24	557-558	.	_	

#Text=Many Japanese officials in the Defence Agency considered the intrusion an act of provocation and "showing off," as the submarine in question was a particularly noisy model.
5-1	562-566	Many	_	
5-2	567-575	Japanese	_	
5-3	576-585	officials	_	
5-4	586-588	in	_	
5-5	589-592	the	_	
5-6	593-600	Defence	Conflit[6]	
5-7	601-607	Agency	Conflit[6]	
5-8	608-618	considered	_	
5-9	619-622	the	_	
5-10	623-632	intrusion	_	
5-11	633-635	an	_	
5-12	636-639	act	Conflit[7]	
5-13	640-642	of	Conflit[7]	
5-14	643-654	provocation	Conflit[7]	
5-15	655-658	and	_	
5-16	659-660	"	_	
5-17	660-667	showing	_	
5-18	668-671	off	_	
5-19	671-672	,	_	
5-20	672-673	"	_	
5-21	674-676	as	_	
5-22	677-680	the	_	
5-23	681-690	submarine	_	
5-24	691-693	in	_	
5-25	694-702	question	_	
5-26	703-706	was	_	
5-27	707-708	a	_	
5-28	709-721	particularly	_	
5-29	722-727	noisy	_	
5-30	728-733	model	_	
5-31	733-734	.	_	

#Text=It continued traveling very slowly after being spotted, and remained in shallow waters.
6-1	735-737	It	_	
6-2	738-747	continued	_	
6-3	748-757	traveling	_	
6-4	758-762	very	_	
6-5	763-769	slowly	_	
6-6	770-775	after	_	
6-7	776-781	being	_	
6-8	782-789	spotted	_	
6-9	789-790	,	_	
6-10	791-794	and	_	
6-11	795-803	remained	_	
6-12	804-806	in	_	
6-13	807-814	shallow	_	
6-14	815-821	waters	_	
6-15	821-822	.	_	

#Text=The intrustion caused Japanese Self-Defense Forces to go on alert for the second time since the Second World War.
7-1	823-826	The	_	
7-2	827-837	intrustion	Conflit	
7-3	838-844	caused	_	
7-4	845-853	Japanese	_	
7-5	854-866	Self-Defense	Conflit[8]	
7-6	867-873	Forces	Conflit[8]	
7-7	874-876	to	_	
7-8	877-879	go	_	
7-9	880-882	on	_	
7-10	883-888	alert	_	
7-11	889-892	for	_	
7-12	893-896	the	_	
7-13	897-903	second	_	
7-14	904-908	time	_	
7-15	909-914	since	_	
7-16	915-918	the	_	
7-17	919-925	Second	_	
7-18	926-931	World	_	
7-19	932-935	War	Conflit	
7-20	935-936	.	_	

#Text=The submarine in question is believed to be a Type 09-1 Han Class attack submarine.
8-1	940-943	The	_	
8-2	944-953	submarine	_	
8-3	954-956	in	_	
8-4	957-965	question	_	
8-5	966-968	is	_	
8-6	969-977	believed	_	
8-7	978-980	to	_	
8-8	981-983	be	_	
8-9	984-985	a	_	
8-10	986-990	Type	_	
8-11	991-993	09	_	
8-12	993-994	-	_	
8-13	994-995	1	_	
8-14	996-999	Han	_	
8-15	1000-1005	Class	_	
8-16	1006-1012	attack	_	
8-17	1013-1022	submarine	_	
8-18	1022-1023	.	_	

#Text=It is a nuclear-powered submarine designed in the 1950s and first built in the 1974.
9-1	1024-1026	It	_	
9-2	1027-1029	is	_	
9-3	1030-1031	a	_	
9-4	1032-1047	nuclear-powered	Conflit[9]	
9-5	1048-1057	submarine	Conflit[9]	
9-6	1058-1066	designed	_	
9-7	1067-1069	in	_	
9-8	1070-1073	the	_	
9-9	1074-1079	1950s	_	
9-10	1080-1083	and	_	
9-11	1084-1089	first	_	
9-12	1090-1095	built	_	
9-13	1096-1098	in	_	
9-14	1099-1102	the	_	
9-15	1103-1107	1974	_	
9-16	1107-1108	.	_	

#Text=This class of submarine is thought to suffer numerous defects, including radiation leakage, noise, and an inability to fire missiles while submerged.
10-1	1109-1113	This	_	
10-2	1114-1119	class	_	
10-3	1120-1122	of	_	
10-4	1123-1132	submarine	_	
10-5	1133-1135	is	_	
10-6	1136-1143	thought	_	
10-7	1144-1146	to	_	
10-8	1147-1153	suffer	_	
10-9	1154-1162	numerous	_	
10-10	1163-1170	defects	_	
10-11	1170-1171	,	_	
10-12	1172-1181	including	_	
10-13	1182-1191	radiation	_	
10-14	1192-1199	leakage	_	
10-15	1199-1200	,	_	
10-16	1201-1206	noise	_	
10-17	1206-1207	,	_	
10-18	1208-1211	and	_	
10-19	1212-1214	an	_	
10-20	1215-1224	inability	_	
10-21	1225-1227	to	_	
10-22	1228-1232	fire	Conflit[10]	
10-23	1233-1241	missiles	Conflit[10]	
10-24	1242-1247	while	_	
10-25	1248-1257	submerged	_	
10-26	1257-1258	.	_	

#Text=Only two of five submarines are thought to be operational.
11-1	1259-1263	Only	_	
11-2	1264-1267	two	_	
11-3	1268-1270	of	_	
11-4	1271-1275	five	_	
11-5	1276-1286	submarines	_	
11-6	1287-1290	are	_	
11-7	1291-1298	thought	_	
11-8	1299-1301	to	_	
11-9	1302-1304	be	_	
11-10	1305-1316	operational	_	
11-11	1316-1317	.	_	

#Text=China has recently begun an active modernization of its navy.
12-1	1318-1323	China	_	
12-2	1324-1327	has	_	
12-3	1328-1336	recently	_	
12-4	1337-1342	begun	_	
12-5	1343-1345	an	_	
12-6	1346-1352	active	_	
12-7	1353-1366	modernization	_	
12-8	1367-1369	of	_	
12-9	1370-1373	its	_	
12-10	1374-1378	navy	_	
12-11	1378-1379	.	_	

#Text=On 17 November, Chinese Vice Foreign Minister Wu Daiwei met with the Japanese ambassador to China Anami Koreshige in Beijing and offered an apology for the incident, stating that the submarine was on a training mission and the intrusion was due to a "technical error" and was "regrettable."
13-1	1383-1385	On	_	
13-2	1386-1388	17	_	
13-3	1389-1397	November	_	
13-4	1397-1398	,	_	
13-5	1399-1406	Chinese	_	
13-6	1407-1411	Vice	_	
13-7	1412-1419	Foreign	_	
13-8	1420-1428	Minister	_	
13-9	1429-1431	Wu	_	
13-10	1432-1438	Daiwei	_	
13-11	1439-1442	met	_	
13-12	1443-1447	with	_	
13-13	1448-1451	the	_	
13-14	1452-1460	Japanese	_	
13-15	1461-1471	ambassador	_	
13-16	1472-1474	to	_	
13-17	1475-1480	China	_	
13-18	1481-1486	Anami	_	
13-19	1487-1496	Koreshige	_	
13-20	1497-1499	in	_	
13-21	1500-1507	Beijing	_	
13-22	1508-1511	and	_	
13-23	1512-1519	offered	_	
13-24	1520-1522	an	_	
13-25	1523-1530	apology	_	
13-26	1531-1534	for	_	
13-27	1535-1538	the	_	
13-28	1539-1547	incident	Conflit	
13-29	1547-1548	,	_	
13-30	1549-1556	stating	_	
13-31	1557-1561	that	_	
13-32	1562-1565	the	_	
13-33	1566-1575	submarine	_	
13-34	1576-1579	was	_	
13-35	1580-1582	on	_	
13-36	1583-1584	a	_	
13-37	1585-1593	training	_	
13-38	1594-1601	mission	_	
13-39	1602-1605	and	_	
13-40	1606-1609	the	_	
13-41	1610-1619	intrusion	Conflit	
13-42	1620-1623	was	_	
13-43	1624-1627	due	_	
13-44	1628-1630	to	_	
13-45	1631-1632	a	_	
13-46	1633-1634	"	_	
13-47	1634-1643	technical	_	
13-48	1644-1649	error	_	
13-49	1649-1650	"	_	
13-50	1651-1654	and	_	
13-51	1655-1658	was	_	
13-52	1659-1660	"	_	
13-53	1660-1671	regrettable	Conflit	
13-54	1671-1672	.	_	
13-55	1672-1673	"	_	

#Text=Japan's Defence Agency is studying whether "technical errors" is a feasible explanation for the incident.
14-1	1674-1681	Japan's	_	
14-2	1682-1689	Defence	_	
14-3	1690-1696	Agency	_	
14-4	1697-1699	is	_	
14-5	1700-1708	studying	_	
14-6	1709-1716	whether	_	
14-7	1717-1718	"	_	
14-8	1718-1727	technical	_	
14-9	1728-1734	errors	_	
14-10	1734-1735	"	_	
14-11	1736-1738	is	_	
14-12	1739-1740	a	_	
14-13	1741-1749	feasible	_	
14-14	1750-1761	explanation	_	
14-15	1762-1765	for	_	
14-16	1766-1769	the	_	
14-17	1770-1778	incident	Conflit	
14-18	1778-1779	.	_	

#Text=Japanese Prime Minister Koizumi Junichiro has publicly stated he wishes to speak with Chinese President Hu Jintao about this and other matters of Sino-Japanese contention at the upcoming annual Asia-Pacific Economic Cooperation summit in Chile later this month.
15-1	1783-1791	Japanese	_	
15-2	1792-1797	Prime	_	
15-3	1798-1806	Minister	_	
15-4	1807-1814	Koizumi	_	
