#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.Events|value


#Text=BRASÍLIA, Brazil &amp;ndash; Mr.
1-1	0-8	BRASÍLIA	_	
1-2	8-9	,	_	
1-3	10-16	Brazil	_	
1-4	17-18	&	_	
1-5	18-21	amp	_	
1-6	21-22	;	_	
1-7	22-27	ndash	_	
1-8	27-28	;	_	
1-9	29-31	Mr	_	
1-10	31-32	.	_	

#Text=Luiz Inácio Lula da Silva, the President of Brazil, met with the President of the Republic of Korea Mr.
2-1	33-37	Luiz	_	
2-2	38-44	Inácio	_	
2-3	45-49	Lula	_	
2-4	50-52	da	_	
2-5	53-58	Silva	_	
2-6	58-59	,	_	
2-7	60-63	the	_	
2-8	64-73	President	_	
2-9	74-76	of	_	
2-10	77-83	Brazil	_	
2-11	83-84	,	_	
2-12	85-88	met	_	
2-13	89-93	with	_	
2-14	94-97	the	_	
2-15	98-107	President	_	
2-16	108-110	of	_	
2-17	111-114	the	_	
2-18	115-123	Republic	_	
2-19	124-126	of	_	
2-20	127-132	Korea	_	
2-21	133-135	Mr	_	
2-22	135-136	.	_	

#Text=Roh Moo-hyun at 5:30 PM at the Palacio do Planalto (Plateau Palace), the Presidential official residence, in Brasilia, Brasil.
3-1	137-140	Roh	_	
3-2	141-149	Moo-hyun	_	
3-3	150-152	at	_	
3-4	153-154	5	_	
3-5	154-155	:	_	
3-6	155-157	30	_	
3-7	158-160	PM	_	
3-8	161-163	at	_	
3-9	164-167	the	_	
3-10	168-175	Palacio	_	
3-11	176-178	do	_	
3-12	179-187	Planalto	_	
3-13	188-189	(	_	
3-14	189-196	Plateau	_	
3-15	197-203	Palace	_	
3-16	203-204	)	_	
3-17	204-205	,	_	
3-18	206-209	the	_	
3-19	210-222	Presidential	_	
3-20	223-231	official	_	
3-21	232-241	residence	_	
3-22	241-242	,	_	
3-23	243-245	in	_	
3-24	246-254	Brasilia	_	
3-25	254-255	,	_	
3-26	256-262	Brasil	_	
3-27	262-263	.	_	

#Text=At 8:00 PM there was a dinner with Brazilian and South Korean Presidents and comitive.
4-1	264-266	At	_	
4-2	267-268	8	_	
4-3	268-269	:	_	
4-4	269-271	00	_	
4-5	272-274	PM	_	
4-6	275-280	there	_	
4-7	281-284	was	_	
4-8	285-286	a	_	
4-9	287-293	dinner	_	
4-10	294-298	with	_	
4-11	299-308	Brazilian	_	
4-12	309-312	and	_	
4-13	313-318	South	_	
4-14	319-325	Korean	_	
4-15	326-336	Presidents	_	
4-16	337-340	and	_	
4-17	341-349	comitive	_	
4-18	349-350	.	_	

#Text=At the dinner Brazilian President Luiz Inácio Lula da Silva said South Korea is a strategic partner in Asia and he also said that business between Brazil and Korea in 2004 will be US$3 billion.
5-1	354-356	At	_	
5-2	357-360	the	_	
5-3	361-367	dinner	_	
5-4	368-377	Brazilian	_	
5-5	378-387	President	_	
5-6	388-392	Luiz	_	
5-7	393-399	Inácio	_	
5-8	400-404	Lula	_	
5-9	405-407	da	_	
5-10	408-413	Silva	_	
5-11	414-418	said	_	
5-12	419-424	South	_	
5-13	425-430	Korea	_	
5-14	431-433	is	_	
5-15	434-435	a	_	
5-16	436-445	strategic	_	
5-17	446-453	partner	_	
5-18	454-456	in	_	
5-19	457-461	Asia	_	
5-20	462-465	and	_	
5-21	466-468	he	_	
5-22	469-473	also	_	
5-23	474-478	said	_	
5-24	479-483	that	_	
5-25	484-492	business	_	
5-26	493-500	between	_	
5-27	501-507	Brazil	_	
5-28	508-511	and	_	
5-29	512-517	Korea	_	
5-30	518-520	in	_	
5-31	521-525	2004	_	
5-32	526-530	will	_	
5-33	531-533	be	_	
5-34	534-536	US	_	
5-35	536-538	$3	_	
5-36	539-546	billion	_	
5-37	546-547	.	_	

#Text=Mr.
6-1	548-550	Mr	_	
6-2	550-551	.	_	

#Text=Lula said Brazil supports Korea in their effort to join the Inter-American Development Bank (IDB).
7-1	552-556	Lula	_	
7-2	557-561	said	_	
7-3	562-568	Brazil	_	
7-4	569-577	supports	_	
7-5	578-583	Korea	_	
7-6	584-586	in	_	
7-7	587-592	their	_	
7-8	593-599	effort	_	
7-9	600-602	to	_	
7-10	603-607	join	_	
7-11	608-611	the	_	
7-12	612-626	Inter-American	_	
7-13	627-638	Development	_	
7-14	639-643	Bank	_	
7-15	644-645	(	_	
7-16	645-648	IDB	_	
7-17	648-649	)	_	
7-18	649-650	.	_	

#Text=According to official sources Brazil and South Korea also discussed energy and natural resources cooperation agreements.
8-1	654-663	According	_	
8-2	664-666	to	_	
8-3	667-675	official	_	
8-4	676-683	sources	_	
8-5	684-690	Brazil	_	
8-6	691-694	and	_	
8-7	695-700	South	_	
8-8	701-706	Korea	_	
8-9	707-711	also	_	
8-10	712-721	discussed	_	
8-11	722-728	energy	_	
8-12	729-732	and	_	
8-13	733-740	natural	_	
8-14	741-750	resources	_	
8-15	751-762	cooperation	_	
8-16	763-773	agreements	_	
8-17	773-774	.	_	

#Text=They signed the Broad Relationship of Cooperation for Common Prosperity in the XXI Century agreement which covers natural resources, science, information technology and technology in general.
9-1	775-779	They	_	
9-2	780-786	signed	Décision gouvernementale	
9-3	787-790	the	_	
9-4	791-796	Broad	_	
9-5	797-809	Relationship	_	
9-6	810-812	of	_	
9-7	813-824	Cooperation	_	
9-8	825-828	for	_	
9-9	829-835	Common	_	
9-10	836-846	Prosperity	_	
9-11	847-849	in	_	
9-12	850-853	the	_	
9-13	854-857	XXI	_	
9-14	858-865	Century	_	
9-15	866-875	agreement	_	
9-16	876-881	which	_	
9-17	882-888	covers	_	
9-18	889-896	natural	_	
9-19	897-906	resources	_	
9-20	906-907	,	_	
9-21	908-915	science	_	
9-22	915-916	,	_	
9-23	917-928	information	_	
9-24	929-939	technology	_	
9-25	940-943	and	_	
9-26	944-954	technology	_	
9-27	955-957	in	_	
9-28	958-965	general	_	
9-29	965-966	.	_	
