#FORMAT=WebAnno TSV 3.3


#Text=The People's Republic of China has signed an agreement with ASEAN to establish the world's largest free trade area.
1-1	0-3	The	
1-2	4-12	People's	
1-3	13-21	Republic	
1-4	22-24	of	
1-5	25-30	China	
1-6	31-34	has	
1-7	35-41	signed	
1-8	42-44	an	
1-9	45-54	agreement	
1-10	55-59	with	
1-11	60-65	ASEAN	
1-12	66-68	to	
1-13	69-78	establish	
1-14	79-82	the	
1-15	83-90	world's	
1-16	91-98	largest	
1-17	99-103	free	
1-18	104-109	trade	
1-19	110-114	area	
1-20	114-115	.	

#Text=Japan, South Korea, New Zealand, India and Australia are considering joining.
2-1	116-121	Japan	
2-2	121-122	,	
2-3	123-128	South	
2-4	129-134	Korea	
2-5	134-135	,	
2-6	136-139	New	
2-7	140-147	Zealand	
2-8	147-148	,	
2-9	149-154	India	
2-10	155-158	and	
2-11	159-168	Australia	
2-12	169-172	are	
2-13	173-184	considering	
2-14	185-192	joining	
2-15	192-193	.	

#Text=ASEAN members include Myanmar, Laos, Thailand, Cambodia, Vietnam, Philippines, Malaysia, Brunei Darussalam, Singapore and Indonesia.
3-1	194-199	ASEAN	
3-2	200-207	members	
3-3	208-215	include	
3-4	216-223	Myanmar	
3-5	223-224	,	
3-6	225-229	Laos	
3-7	229-230	,	
3-8	231-239	Thailand	
3-9	239-240	,	
3-10	241-249	Cambodia	
3-11	249-250	,	
3-12	251-258	Vietnam	
3-13	258-259	,	
3-14	260-271	Philippines	
3-15	271-272	,	
3-16	273-281	Malaysia	
3-17	281-282	,	
3-18	283-289	Brunei	
3-19	290-300	Darussalam	
3-20	300-301	,	
3-21	302-311	Singapore	
3-22	312-315	and	
3-23	316-325	Indonesia	
3-24	325-326	.	

#Text=In the last four years China has become a major importer of oil and commodities, and a major exporter of finished goods.
4-1	328-330	In	
4-2	331-334	the	
4-3	335-339	last	
4-4	340-344	four	
4-5	345-350	years	
4-6	351-356	China	
4-7	357-360	has	
4-8	361-367	become	
4-9	368-369	a	
4-10	370-375	major	
4-11	376-384	importer	
4-12	385-387	of	
4-13	388-391	oil	
4-14	392-395	and	
4-15	396-407	commodities	
4-16	407-408	,	
4-17	409-412	and	
4-18	413-414	a	
4-19	415-420	major	
4-20	421-429	exporter	
4-21	430-432	of	
4-22	433-441	finished	
4-23	442-447	goods	
4-24	447-448	.	

#Text=China has also strengthened relationships with oil suppliers in the Middle East and Africa.
5-1	449-454	China	
5-2	455-458	has	
5-3	459-463	also	
5-4	464-476	strengthened	
5-5	477-490	relationships	
5-6	491-495	with	
5-7	496-499	oil	
5-8	500-509	suppliers	
5-9	510-512	in	
5-10	513-516	the	
5-11	517-523	Middle	
5-12	524-528	East	
5-13	529-532	and	
5-14	533-539	Africa	
5-15	539-540	.	

#Text=This pact lifts trade restrictions and removes tariffs from many imports and exports.
6-1	541-545	This	
6-2	546-550	pact	
6-3	551-556	lifts	
6-4	557-562	trade	
6-5	563-575	restrictions	
6-6	576-579	and	
6-7	580-587	removes	
6-8	588-595	tariffs	
6-9	596-600	from	
6-10	601-605	many	
6-11	606-613	imports	
6-12	614-617	and	
6-13	618-625	exports	
6-14	625-626	.	

#Text=It also allows China to continue manipulating the value of its currency in its own interests.
7-1	627-629	It	
7-2	630-634	also	
7-3	635-641	allows	
7-4	642-647	China	
7-5	648-650	to	
7-6	651-659	continue	
7-7	660-672	manipulating	
7-8	673-676	the	
7-9	677-682	value	
7-10	683-685	of	
7-11	686-689	its	
7-12	690-698	currency	
7-13	699-701	in	
7-14	702-705	its	
7-15	706-709	own	
7-16	710-719	interests	
7-17	719-720	.	

#Text=The yuan is currently undervalued, making Chinese-made goods artificially cheap for foreign importers.
8-1	721-724	The	
8-2	725-729	yuan	
8-3	730-732	is	
8-4	733-742	currently	
8-5	743-754	undervalued	
8-6	754-755	,	
8-7	756-762	making	
8-8	763-775	Chinese-made	
8-9	776-781	goods	
8-10	782-794	artificially	
8-11	795-800	cheap	
8-12	801-804	for	
8-13	805-812	foreign	
8-14	813-822	importers	
8-15	822-823	.	

#Text=Stated in the agreement is ASEAN's intention to create a unified economy--and by implication polity--similar to the EU.
9-1	825-831	Stated	
9-2	832-834	in	
9-3	835-838	the	
9-4	839-848	agreement	
9-5	849-851	is	
9-6	852-859	ASEAN's	
9-7	860-869	intention	
9-8	870-872	to	
9-9	873-879	create	
9-10	880-881	a	
9-11	882-889	unified	
9-12	890-897	economy	
9-13	897-898	-	
9-14	898-899	-	
9-15	899-902	and	
9-16	903-905	by	
9-17	906-917	implication	
9-18	918-924	polity	
9-19	924-925	-	
9-20	925-926	-	
9-21	926-933	similar	
9-22	934-936	to	
9-23	937-940	the	
9-24	941-943	EU	
9-25	943-944	.	

#Text=This agreement will cement China's role as the center of the South Asian regional economy, and at the same time strengthening bonds between China and other countries in the region and ease their suspicions over a growing superpower.
10-1	945-949	This	
10-2	950-959	agreement	
10-3	960-964	will	
10-4	965-971	cement	
10-5	972-979	China's	
10-6	980-984	role	
10-7	985-987	as	
10-8	988-991	the	
10-9	992-998	center	
10-10	999-1001	of	
10-11	1002-1005	the	
10-12	1006-1011	South	
10-13	1012-1017	Asian	
10-14	1018-1026	regional	
10-15	1027-1034	economy	
10-16	1034-1035	,	
10-17	1036-1039	and	
10-18	1040-1042	at	
10-19	1043-1046	the	
10-20	1047-1051	same	
10-21	1052-1056	time	
10-22	1057-1070	strengthening	
10-23	1071-1076	bonds	
10-24	1077-1084	between	
10-25	1085-1090	China	
10-26	1091-1094	and	
10-27	1095-1100	other	
10-28	1101-1110	countries	
10-29	1111-1113	in	
10-30	1114-1117	the	
10-31	1118-1124	region	
10-32	1125-1128	and	
10-33	1129-1133	ease	
10-34	1134-1139	their	
10-35	1140-1150	suspicions	
10-36	1151-1155	over	
10-37	1156-1157	a	
10-38	1158-1165	growing	
10-39	1166-1176	superpower	
10-40	1176-1177	.	

#Text=Japanese Prime Minister Junichiro Koizumi and South Korean President Roh Moo-Hyun separately adopted accords with the 10-nation Association of Southeast Asian Nations, agreeing to launch the talks early next year.
11-1	1179-1187	Japanese	
11-2	1188-1193	Prime	
11-3	1194-1202	Minister	
11-4	1203-1212	Junichiro	
11-5	1213-1220	Koizumi	
11-6	1221-1224	and	
11-7	1225-1230	South	
11-8	1231-1237	Korean	
11-9	1238-1247	President	
11-10	1248-1251	Roh	
11-11	1252-1260	Moo-Hyun	
11-12	1261-1271	separately	
11-13	1272-1279	adopted	
11-14	1280-1287	accords	
11-15	1288-1292	with	
11-16	1293-1296	the	
11-17	1297-1299	10	
11-18	1299-1300	-	
11-19	1300-1306	nation	
11-20	1307-1318	Association	
11-21	1319-1321	of	
11-22	1322-1331	Southeast	
11-23	1332-1337	Asian	
11-24	1338-1345	Nations	
11-25	1345-1346	,	
11-26	1347-1355	agreeing	
11-27	1356-1358	to	
11-28	1359-1365	launch	
11-29	1366-1369	the	
11-30	1370-1375	talks	
11-31	1376-1381	early	
11-32	1382-1386	next	
11-33	1387-1391	year	
11-34	1391-1392	.	

#Text=Both agreements aim for trade pacts within two years.
12-1	1393-1397	Both	
12-2	1398-1408	agreements	
12-3	1409-1412	aim	
12-4	1413-1416	for	
12-5	1417-1422	trade	
12-6	1423-1428	pacts	
12-7	1429-1435	within	
12-8	1436-1439	two	
12-9	1440-1445	years	
12-10	1445-1446	.	

#Text=Australia and New Zealand are expected to sign similar agreements with ASEAN before discussions close later Tuesday, although ASEAN remains wary of Australian Prime Minister John Howard's refusal to sign its nonaggression treaty.
13-1	1447-1456	Australia	
13-2	1457-1460	and	
13-3	1461-1464	New	
13-4	1465-1472	Zealand	
13-5	1473-1476	are	
13-6	1477-1485	expected	
13-7	1486-1488	to	
13-8	1489-1493	sign	
13-9	1494-1501	similar	
13-10	1502-1512	agreements	
13-11	1513-1517	with	
13-12	1518-1523	ASEAN	
13-13	1524-1530	before	
13-14	1531-1542	discussions	
13-15	1543-1548	close	
13-16	1549-1554	later	
13-17	1555-1562	Tuesday	
13-18	1562-1563	,	
13-19	1564-1572	although	
13-20	1573-1578	ASEAN	
13-21	1579-1586	remains	
13-22	1587-1591	wary	
13-23	1592-1594	of	
13-24	1595-1605	Australian	
13-25	1606-1611	Prime	
13-26	1612-1620	Minister	
13-27	1621-1625	John	
13-28	1626-1634	Howard's	
13-29	1635-1642	refusal	
13-30	1643-1645	to	
13-31	1646-1650	sign	
13-32	1651-1654	its	
13-33	1655-1668	nonaggression	
13-34	1669-1675	treaty	
13-35	1675-1676	.	

#Text=Howard played down these concerns but said on record that he reserves the right to preemptively act against terrorists on foreign soil if they threaten Australia.
14-1	1677-1683	Howard	
14-2	1684-1690	played	
14-3	1691-1695	down	
14-4	1696-1701	these	
14-5	1702-1710	concerns	
14-6	1711-1714	but	
14-7	1715-1719	said	
14-8	1720-1722	on	
14-9	1723-1729	record	
14-10	1730-1734	that	
14-11	1735-1737	he	
14-12	1738-1746	reserves	
14-13	1747-1750	the	
14-14	1751-1756	right	
14-15	1757-1759	to	
14-16	1760-1772	preemptively	
14-17	1773-1776	act	
14-18	1777-1784	against	
14-19	1785-1795	terrorists	
14-20	1796-1798	on	
14-21	1799-1806	foreign	
14-22	1807-1811	soil	
14-23	1812-1814	if	
14-24	1815-1819	they	
14-25	1820-1828	threaten	
14-26	1829-1838	Australia	
14-27	1838-1839	.	
